Label,Text
Leucemia Linfóide (sem complicações),"Caracteriza-se por sangramento fácil, fadiga, palidez, equimoses."
Leucemia Linfóide (com complicações),"Manifesta-se com equimoses, sangramento fácil, fadiga, palpitações."
Linfoma (aguda),"Acometido por fadiga, equimoses, palidez, sangramento fácil."
Linfoma (crônica),"Inclui palidez, sangramento fácil, palpitações, equimoses."
Linfoma (recorrente),"Caracteriza-se por palidez, sangramento fácil, fadiga, palpitações, equimoses."
Linfoma (complicada),"Sinais e sintomas: palpitações, palidez, equimoses."
Linfoma (associada a infecção bacteriana),"Acometido por sangramento fácil, palidez, palpitações, equimoses, fadiga."
Linfoma (associada a infecção viral),"Caracteriza-se por fadiga, sangramento fácil, palidez, equimoses, palpitações."
Linfoma (pós-operatória),"Sinais e sintomas: sangramento fácil, palpitações, fadiga, palidez, equimoses."
Linfoma (idiopática),"Caracteriza-se por equimoses, sangramento fácil, fadiga."
Linfoma (grave),"Acometido por equimoses, sangramento fácil, palpitações, fadiga."
Linfoma (leve),"Sinais e sintomas: palidez, fadiga, sangramento fácil."
Linfoma (moderada),"Manifesta-se com equimoses, palidez, palpitações, sangramento fácil, fadiga."
Linfoma (focal),"Caracteriza-se por equimoses, palpitações, palidez, sangramento fácil, fadiga."
Linfoma (sistêmica),"Manifesta-se com equimoses, sangramento fácil, palidez, fadiga, palpitações."
Linfoma (exacerbada),"Sinais e sintomas: equimoses, sangramento fácil, palidez, palpitações, fadiga."
Linfoma (controlada),"Caracteriza-se por sangramento fácil, equimoses, fadiga, palidez, palpitações."
Linfoma (mal controlada),"Acometido por palidez, sangramento fácil, palpitações, fadiga."
Linfoma (associada a imunossupressão),"Sinais e sintomas: palidez, fadiga, palpitações."
Linfoma (associada a gestação),"Caracteriza-se por equimoses, sangramento fácil, fadiga, palidez, palpitações."
Linfoma (sem complicações),"Caracteriza-se por equimoses, fadiga, palidez, sangramento fácil, palpitações."
Linfoma (com complicações),"Inclui palpitações, fadiga, palidez, equimoses, sangramento fácil."
Coagulação Intravascular (aguda),"Manifesta-se com azia, perda de apetite, náusea, dor abdominal."
Coagulação Intravascular (crônica),"Inclui azia, náusea, dor abdominal, vômito, arrotos, fezes alteradas."
Coagulação Intravascular (recorrente),"Caracteriza-se por fezes alteradas, arrotos, perda de apetite, diarreia, dor abdominal, azia."
Coagulação Intravascular (complicada),"Manifesta-se com azia, perda de apetite, diarreia, arrotos, náusea."
Coagulação Intravascular (associada a infecção bacteriana),"Manifesta-se com azia, perda de apetite, arrotos, náusea."
Coagulação Intravascular (associada a infecção viral),"Manifesta-se com vômito, dor abdominal, fezes alteradas, perda de apetite, náusea, azia."
Coagulação Intravascular (pós-operatória),"Acometido por fezes alteradas, dor abdominal, arrotos, diarreia, náusea."
Coagulação Intravascular (idiopática),"Acometido por arrotos, perda de apetite, diarreia, azia."
Coagulação Intravascular (grave),"Caracteriza-se por dor abdominal, fezes alteradas, vômito."
Coagulação Intravascular (leve),"Acometido por dor abdominal, fezes alteradas, vômito, azia, diarreia."
Coagulação Intravascular (moderada),"Acometido por vômito, azia, dor abdominal, arrotos, náusea."
Coagulação Intravascular (focal),"Sinais e sintomas: perda de apetite, diarreia, náusea, dor abdominal, vômito, arrotos."
Coagulação Intravascular (sistêmica),"Caracteriza-se por azia, dor abdominal, vômito, arrotos."
Coagulação Intravascular (exacerbada),"Sinais e sintomas: perda de apetite, diarreia, vômito, fezes alteradas, azia."
Coagulação Intravascular (controlada),"Manifesta-se com vômito, fezes alteradas, perda de apetite, diarreia, náusea, arrotos."
Coagulação Intravascular (mal controlada),"Inclui vômito, dor abdominal, náusea, perda de apetite."
Coagulação Intravascular (associada a imunossupressão),"Manifesta-se com vômito, perda de apetite, diarreia, arrotos, dor abdominal."
Coagulação Intravascular (associada a gestação),"Inclui perda de apetite, fezes alteradas, azia, diarreia, arrotos, náusea."
Coagulação Intravascular (sem complicações),"Acometido por perda de apetite, dor abdominal, náusea."
Coagulação Intravascular (com complicações),"Caracteriza-se por azia, fezes alteradas, perda de apetite, arrotos."
Artrite Reumatoide (aguda),"Inclui ideação suicida, ansiedade, perda de interesse."
Artrite Reumatoide (crônica),"Manifesta-se com tristeza persistente, insônia, ideação suicida, ansiedade, perda de interesse."
Artrite Reumatoide (recorrente),"Inclui insônia, ansiedade, tristeza persistente."
Artrite Reumatoide (complicada),"Inclui perda de interesse, insônia, ideação suicida, tristeza persistente, ansiedade."
Artrite Reumatoide (associada a infecção bacteriana),"Acometido por insônia, ansiedade, tristeza persistente, ideação suicida, perda de interesse."
Artrite Reumatoide (associada a infecção viral),"Manifesta-se com ideação suicida, perda de interesse, tristeza persistente."
Artrite Reumatoide (pós-operatória),"Caracteriza-se por ansiedade, perda de interesse, tristeza persistente, insônia."
Artrite Reumatoide (idiopática),"Acometido por perda de interesse, insônia, ideação suicida, tristeza persistente, ansiedade."
Artrite Reumatoide (grave),"Sinais e sintomas: insônia, ansiedade, perda de interesse, tristeza persistente, ideação suicida."
Artrite Reumatoide (leve),"Inclui perda de interesse, ideação suicida, ansiedade, insônia, tristeza persistente."
Artrite Reumatoide (moderada),"Inclui ideação suicida, ansiedade, perda de interesse, insônia, tristeza persistente."
Artrite Reumatoide (focal),"Sinais e sintomas: perda de interesse, ansiedade, insônia, tristeza persistente, ideação suicida."
Artrite Reumatoide (sistêmica),"Inclui insônia, perda de interesse, ansiedade."
Artrite Reumatoide (exacerbada),"Sinais e sintomas: ansiedade, ideação suicida, insônia, perda de interesse, tristeza persistente."
Artrite Reumatoide (controlada),"Sinais e sintomas: ideação suicida, tristeza persistente, insônia, perda de interesse, ansiedade."
Artrite Reumatoide (mal controlada),"Acometido por perda de interesse, tristeza persistente, ansiedade, insônia, ideação suicida."
Artrite Reumatoide (associada a imunossupressão),"Manifesta-se com ideação suicida, tristeza persistente, perda de interesse."
Artrite Reumatoide (associada a gestação),"Acometido por perda de interesse, tristeza persistente, ideação suicida, ansiedade."
Artrite Reumatoide (sem complicações),"Caracteriza-se por perda de interesse, insônia, ansiedade, tristeza persistente, ideação suicida."
Artrite Reumatoide (com complicações),"Manifesta-se com tristeza persistente, perda de interesse, insônia, ideação suicida, ansiedade."
Osteoartrite (aguda),"Manifesta-se com vômito, perda de apetite, diarreia."
Osteoartrite (crônica),"Inclui azia, fezes alteradas, arrotos, vômito, diarreia, náusea."
Osteoartrite (recorrente),"Caracteriza-se por dor abdominal, náusea, fezes alteradas, perda de apetite."
Osteoartrite (complicada),"Manifesta-se com fezes alteradas, perda de apetite, náusea, arrotos."
Osteoartrite (associada a infecção bacteriana),"Manifesta-se com náusea, vômito, diarreia, fezes alteradas."
Osteoartrite (associada a infecção viral),"Manifesta-se com náusea, fezes alteradas, arrotos."
Osteoartrite (pós-operatória),"Acometido por dor abdominal, arrotos, diarreia, azia, náusea, fezes alteradas."
Osteoartrite (idiopática),"Manifesta-se com dor abdominal, vômito, fezes alteradas, perda de apetite, diarreia, náusea."
Osteoartrite (grave),"Caracteriza-se por dor abdominal, diarreia, arrotos, perda de apetite, azia."
Osteoartrite (leve),"Sinais e sintomas: arrotos, azia, vômito."
Osteoartrite (moderada),"Manifesta-se com arrotos, diarreia, dor abdominal, fezes alteradas, vômito."
Osteoartrite (focal),"Caracteriza-se por vômito, fezes alteradas, perda de apetite."
Osteoartrite (sistêmica),"Sinais e sintomas: fezes alteradas, náusea, azia, arrotos, vômito."
Osteoartrite (exacerbada),"Manifesta-se com azia, perda de apetite, arrotos, diarreia."
Osteoartrite (controlada),"Manifesta-se com vômito, azia, náusea, fezes alteradas, dor abdominal, arrotos."
Osteoartrite (mal controlada),"Inclui diarreia, náusea, azia, fezes alteradas."
Osteoartrite (associada a imunossupressão),"Acometido por azia, náusea, arrotos, fezes alteradas, dor abdominal, diarreia."
Osteoartrite (associada a gestação),"Acometido por vômito, náusea, azia, dor abdominal, perda de apetite."
Osteoartrite (sem complicações),"Caracteriza-se por diarreia, dor abdominal, azia."
Osteoartrite (com complicações),"Caracteriza-se por perda de apetite, arrotos, vômito, dor abdominal, fezes alteradas."
Osteoporose (aguda),"Inclui sangramento vaginal, secreção vaginal, dor pélvica."
Osteoporose (crônica),"Inclui infertilidade, sangramento vaginal, menstruação irregular."
Osteoporose (recorrente),"Acometido por dor pélvica, menstruação irregular, sangramento vaginal."
Osteoporose (complicada),"Caracteriza-se por sangramento vaginal, dor pélvica, menstruação irregular, secreção vaginal, infertilidade."
Osteoporose (associada a infecção bacteriana),"Manifesta-se com secreção vaginal, infertilidade, sangramento vaginal, menstruação irregular."
Osteoporose (associada a infecção viral),"Manifesta-se com infertilidade, dor pélvica, sangramento vaginal, secreção vaginal, menstruação irregular."
Osteoporose (pós-operatória),"Manifesta-se com dor pélvica, secreção vaginal, sangramento vaginal, menstruação irregular."
Osteoporose (idiopática),"Inclui secreção vaginal, menstruação irregular, sangramento vaginal, dor pélvica, infertilidade."
Osteoporose (grave),"Manifesta-se com sangramento vaginal, menstruação irregular, dor pélvica."
Osteoporose (leve),"Sinais e sintomas: sangramento vaginal, secreção vaginal, infertilidade, menstruação irregular, dor pélvica."
Osteoporose (moderada),"Inclui secreção vaginal, menstruação irregular, infertilidade, dor pélvica, sangramento vaginal."
Osteoporose (focal),"Sinais e sintomas: secreção vaginal, infertilidade, menstruação irregular, sangramento vaginal."
Osteoporose (sistêmica),"Inclui menstruação irregular, secreção vaginal, sangramento vaginal, dor pélvica, infertilidade."
Osteoporose (exacerbada),"Inclui secreção vaginal, dor pélvica, menstruação irregular, infertilidade, sangramento vaginal."
Osteoporose (controlada),"Inclui infertilidade, menstruação irregular, secreção vaginal, sangramento vaginal, dor pélvica."
Osteoporose (mal controlada),"Inclui dor pélvica, menstruação irregular, secreção vaginal, infertilidade, sangramento vaginal."
Osteoporose (associada a imunossupressão),"Manifesta-se com infertilidade, menstruação irregular, sangramento vaginal, secreção vaginal, dor pélvica."
Osteoporose (associada a gestação),"Sinais e sintomas: secreção vaginal, menstruação irregular, sangramento vaginal."
Osteoporose (sem complicações),"Manifesta-se com menstruação irregular, infertilidade, dor pélvica, sangramento vaginal."
Osteoporose (com complicações),"Acometido por sangramento vaginal, menstruação irregular, secreção vaginal, infertilidade."
Lupus Eritematoso Sistêmico (aguda),"Inclui prurido, úlceras cutâneas, secreção."
Lupus Eritematoso Sistêmico (crônica),"Caracteriza-se por úlceras cutâneas, prurido, descamação."
Lupus Eritematoso Sistêmico (recorrente),"Sinais e sintomas: lesões na pele, secreção, úlceras cutâneas."
Lupus Eritematoso Sistêmico (complicada),"Manifesta-se com lesões na pele, secreção, úlceras cutâneas, descamação, prurido, eritema."
Lupus Eritematoso Sistêmico (associada a infecção bacteriana),"Manifesta-se com prurido, secreção, descamação, úlceras cutâneas."
Lupus Eritematoso Sistêmico (associada a infecção viral),"Manifesta-se com descamação, prurido, úlceras cutâneas."
Lupus Eritematoso Sistêmico (pós-operatória),"Manifesta-se com secreção, lesões na pele, eritema, descamação."
Lupus Eritematoso Sistêmico (idiopática),"Inclui lesões na pele, secreção, descamação."
Lupus Eritematoso Sistêmico (grave),"Acometido por eritema, lesões na pele, secreção, prurido."
Lupus Eritematoso Sistêmico (leve),"Acometido por eritema, prurido, secreção, lesões na pele, úlceras cutâneas, descamação."
Lupus Eritematoso Sistêmico (moderada),"Sinais e sintomas: prurido, úlceras cutâneas, eritema, secreção."
Lupus Eritematoso Sistêmico (focal),"Sinais e sintomas: eritema, úlceras cutâneas, secreção."
Lupus Eritematoso Sistêmico (sistêmica),"Sinais e sintomas: lesões na pele, úlceras cutâneas, secreção, descamação, eritema, prurido."
Lupus Eritematoso Sistêmico (exacerbada),"Sinais e sintomas: descamação, úlceras cutâneas, prurido, lesões na pele, secreção, eritema."
Lupus Eritematoso Sistêmico (controlada),"Acometido por úlceras cutâneas, prurido, descamação, secreção, eritema, lesões na pele."
Lupus Eritematoso Sistêmico (mal controlada),"Inclui descamação, eritema, lesões na pele, úlceras cutâneas."
